order_item_id,order_id,product_id,seller_id,quantity,unit_price,total_price
ITEM000001589,ORD00000896,PROD000028,SEL00035,1,46.62,46.62
ITEM000001590,ORD00000896,PROD000008,SEL00015,2,83.39,166.78
ITEM000001591,ORD00000897,PROD000036,SEL00150,1,6.53,6.53
ITEM000001592,ORD00000897,PROD000080,SEL00102,4,4.41,17.64
ITEM000001593,ORD00000897,PROD000466,SEL00048,2,22.2,44.4
ITEM000001594,ORD00000897,PROD000003,SEL00104,3,68.8,206.4
ITEM000001595,ORD00000898,PROD000023,SEL00120,2,33.58,67.16
ITEM000001596,ORD00000898,PROD000796,SEL00013,1,110.6,110.6
ITEM000001597,ORD00000898,PROD000011,SEL00057,1,19.23,19.23
ITEM000001598,ORD00000898,PROD000073,SEL00186,1,29.74,29.74
ITEM000001599,ORD00000898,PROD000970,SEL00099,1,5.73,5.73
ITEM000001600,ORD00000899,PROD000012,SEL00094,1,17.78,17.78
ITEM000001601,ORD00000900,PROD000004,SEL00038,1,181.14,181.14
ITEM000001602,ORD00000900,PROD000184,SEL00133,1,53.64,53.64
ITEM000001603,ORD00000901,PROD000053,SEL00053,1,14.97,14.97
ITEM000001604,ORD00000902,PROD000279,SEL00130,1,32.8,32.8
ITEM000001605,ORD00000902,PROD000781,SEL00127,1,37.43,37.43
ITEM000001606,ORD00000903,PROD000009,SEL00134,1,18.36,18.36
ITEM000001607,ORD00000904,PROD000304,SEL00115,1,69.3,69.3
ITEM000001608,ORD00000904,PROD000206,SEL00137,1,9.97,9.97
ITEM000001609,ORD00000905,PROD000010,SEL00146,2,61.05,122.1
ITEM000001610,ORD00000906,PROD000374,SEL00110,1,100.85,100.85
ITEM000001611,ORD00000907,PROD000042,SEL00196,1,35.58,35.58
ITEM000001612,ORD00000907,PROD000187,SEL00114,1,55.93,55.93
ITEM000001613,ORD00000908,PROD000004,SEL00189,3,207.63,622.89
ITEM000001614,ORD00000908,PROD000159,SEL00075,1,6.75,6.75
ITEM000001615,ORD00000909,PROD000055,SEL00139,3,115.39,346.17
ITEM000001616,ORD00000910,PROD000835,SEL00006,1,32.98,32.98
ITEM000001617,ORD00000911,PROD000002,SEL00098,1,27.61,27.61
ITEM000001618,ORD00000912,PROD000123,SEL00073,1,161.36,161.36
ITEM000001619,ORD00000913,PROD000158,SEL00123,1,59.93,59.93
ITEM000001620,ORD00000914,PROD000577,SEL00090,2,44.84,89.68
ITEM000001621,ORD00000915,PROD000295,SEL00078,1,51.05,51.05
ITEM000001622,ORD00000915,PROD000453,SEL00191,1,8.71,8.71
ITEM000001623,ORD00000915,PROD000707,SEL00187,1,6.55,6.55
ITEM000001624,ORD00000916,PROD000961,SEL00064,1,61.37,61.37
ITEM000001625,ORD00000917,PROD000058,SEL00186,1,22.9,22.9
ITEM000001626,ORD00000918,PROD000245,SEL00014,1,7.45,7.45
ITEM000001627,ORD00000918,PROD000890,SEL00115,1,118.95,118.95
ITEM000001628,ORD00000919,PROD001453,SEL00005,1,43.12,43.12
ITEM000001629,ORD00000920,PROD001055,SEL00105,1,15.07,15.07
ITEM000001630,ORD00000921,PROD000090,SEL00198,2,61.76,123.52
ITEM000001631,ORD00000922,PROD000019,SEL00060,1,9.67,9.67
ITEM000001632,ORD00000923,PROD000189,SEL00198,1,10.4,10.4
ITEM000001633,ORD00000924,PROD000616,SEL00175,1,38.59,38.59
ITEM000001634,ORD00000924,PROD000192,SEL00037,1,93.31,93.31
ITEM000001635,ORD00000924,PROD000182,SEL00190,1,11.79,11.79
ITEM000001636,ORD00000924,PROD000884,SEL00095,1,113.84,113.84
ITEM000001637,ORD00000925,PROD000084,SEL00155,1,17.06,17.06
ITEM000001638,ORD00000926,PROD000953,SEL00125,1,7.27,7.27
ITEM000001639,ORD00000927,PROD000114,SEL00049,1,582.41,582.41
ITEM000001640,ORD00000928,PROD000065,SEL00066,3,89.79,269.37
ITEM000001641,ORD00000929,PROD000154,SEL00124,1,40.41,40.41
ITEM000001642,ORD00000929,PROD000668,SEL00139,1,173.59,173.59
ITEM000001643,ORD00000930,PROD000008,SEL00053,1,82.21,82.21
ITEM000001644,ORD00000931,PROD000019,SEL00116,1,9.81,9.81
ITEM000001645,ORD00000932,PROD001291,SEL00075,2,50.55,101.1
ITEM000001646,ORD00000932,PROD000015,SEL00115,1,4.71,4.71
ITEM000001647,ORD00000933,PROD000286,SEL00089,1,4.74,4.74
ITEM000001648,ORD00000934,PROD000302,SEL00166,1,16.95,16.95
ITEM000001649,ORD00000934,PROD000189,SEL00009,1,11.14,11.14
ITEM000001650,ORD00000934,PROD000410,SEL00183,2,54.72,109.44
ITEM000001651,ORD00000935,PROD000028,SEL00027,1,52.45,52.45
ITEM000001652,ORD00000936,PROD000265,SEL00015,2,25.05,50.1
ITEM000001653,ORD00000937,PROD000090,SEL00140,3,56.52,169.56
ITEM000001654,ORD00000937,PROD000442,SEL00063,1,27.62,27.62
ITEM000001655,ORD00000938,PROD000010,SEL00098,1,57.65,57.65
ITEM000001656,ORD00000939,PROD000290,SEL00087,1,15.79,15.79
ITEM000001657,ORD00000940,PROD000017,SEL00009,1,10.05,10.05
ITEM000001658,ORD00000941,PROD000043,SEL00048,2,26.93,53.86
ITEM000001659,ORD00000941,PROD000025,SEL00102,1,15.93,15.93
ITEM000001660,ORD00000942,PROD000017,SEL00011,1,8.79,8.79
ITEM000001661,ORD00000943,PROD000845,SEL00155,2,35.63,71.26
ITEM000001662,ORD00000943,PROD000046,SEL00014,1,14.07,14.07
ITEM000001663,ORD00000944,PROD001195,SEL00084,2,4.7,9.4
ITEM000001664,ORD00000945,PROD001368,SEL00045,1,10.88,10.88
ITEM000001665,ORD00000945,PROD000291,SEL00054,1,24.9,24.9
ITEM000001666,ORD00000945,PROD000010,SEL00172,1,66.22,66.22
ITEM000001667,ORD00000946,PROD000092,SEL00095,1,103.58,103.58
ITEM000001668,ORD00000946,PROD000763,SEL00130,1,720.22,720.22
ITEM000001669,ORD00000947,PROD000087,SEL00070,2,88.74,177.48
ITEM000001670,ORD00000947,PROD000004,SEL00106,4,209.49,837.96
ITEM000001671,ORD00000948,PROD000270,SEL00093,1,39.7,39.7
ITEM000001672,ORD00000949,PROD000906,SEL00020,2,35.12,70.24
ITEM000001673,ORD00000949,PROD000758,SEL00151,2,35.16,70.32
ITEM000001674,ORD00000950,PROD000015,SEL00080,1,4.34,4.34
ITEM000001675,ORD00000951,PROD000464,SEL00146,1,44.86,44.86
ITEM000001676,ORD00000952,PROD000025,SEL00002,1,14.94,14.94
ITEM000001677,ORD00000953,PROD000024,SEL00155,1,5.78,5.78
ITEM000001678,ORD00000953,PROD001001,SEL00008,1,172.15,172.15
ITEM000001679,ORD00000954,PROD000033,SEL00041,2,34.19,68.38
ITEM000001680,ORD00000954,PROD000038,SEL00094,1,4.34,4.34
ITEM000001681,ORD00000955,PROD000001,SEL00135,2,55.61,111.22
ITEM000001682,ORD00000955,PROD000990,SEL00026,1,31.9,31.9
ITEM000001683,ORD00000955,PROD000749,SEL00191,1,14.05,14.05
ITEM000001684,ORD00000956,PROD000379,SEL00022,1,407.22,407.22
ITEM000001685,ORD00000957,PROD000637,SEL00032,1,83.85,83.85
ITEM000001686,ORD00000958,PROD000011,SEL00028,1,19.78,19.78
ITEM000001687,ORD00000959,PROD000158,SEL00079,3,54.85,164.55
ITEM000001688,ORD00000959,PROD000078,SEL00020,3,23.99,71.97
ITEM000001689,ORD00000959,PROD000005,SEL00114,1,24.96,24.96
ITEM000001690,ORD00000959,PROD000185,SEL00183,1,24.44,24.44
ITEM000001691,ORD00000959,PROD001170,SEL00001,1,85.8,85.8
ITEM000001692,ORD00000960,PROD000002,SEL00032,1,28.3,28.3
ITEM000001693,ORD00000961,PROD000049,SEL00173,1,44.65,44.65
ITEM000001694,ORD00000962,PROD000022,SEL00092,3,23.6,70.8
ITEM000001695,ORD00000962,PROD000030,SEL00004,1,22.5,22.5
ITEM000001696,ORD00000963,PROD001124,SEL00020,1,8.6,8.6
ITEM000001697,ORD00000963,PROD000167,SEL00053,1,87.72,87.72
ITEM000001698,ORD00000963,PROD000165,SEL00078,3,104.32,312.96
ITEM000001699,ORD00000964,PROD000663,SEL00193,1,27.87,27.87
ITEM000001700,ORD00000965,PROD000012,SEL00067,1,16.95,16.95
ITEM000001701,ORD00000965,PROD000186,SEL00153,2,67.83,135.66
ITEM000001702,ORD00000965,PROD000133,SEL00180,1,8.15,8.15
ITEM000001703,ORD00000965,PROD000329,SEL00072,3,65.44,196.32
ITEM000001704,ORD00000966,PROD001498,SEL00111,2,127.64,255.28
ITEM000001705,ORD00000967,PROD000686,SEL00168,1,69.71,69.71
ITEM000001706,ORD00000968,PROD000108,SEL00176,1,38.65,38.65
ITEM000001707,ORD00000969,PROD000851,SEL00071,1,15.44,15.44
ITEM000001708,ORD00000969,PROD000014,SEL00163,2,4.53,9.06
ITEM000001709,ORD00000969,PROD000001,SEL00073,1,61.16,61.16
ITEM000001710,ORD00000969,PROD000021,SEL00062,1,190.41,190.41
ITEM000001711,ORD00000969,PROD000072,SEL00096,4,213.04,852.16
ITEM000001712,ORD00000970,PROD000212,SEL00093,2,111.94,223.88
ITEM000001713,ORD00000971,PROD000359,SEL00143,1,45.83,45.83
ITEM000001714,ORD00000971,PROD001132,SEL00165,1,53.51,53.51
ITEM000001715,ORD00000972,PROD000211,SEL00136,1,65.44,65.44
ITEM000001716,ORD00000973,PROD000202,SEL00110,3,56.4,169.2
ITEM000001717,ORD00000974,PROD000002,SEL00137,4,28.02,112.08
ITEM000001718,ORD00000975,PROD000001,SEL00086,1,61.64,61.64
ITEM000001719,ORD00000975,PROD000263,SEL00039,2,5.13,10.26
ITEM000001720,ORD00000975,PROD000140,SEL00054,1,6.55,6.55
ITEM000001721,ORD00000975,PROD000887,SEL00085,1,63.37,63.37
ITEM000001722,ORD00000976,PROD000013,SEL00045,1,43.82,43.82
ITEM000001723,ORD00000977,PROD000001,SEL00126,1,56.98,56.98
ITEM000001724,ORD00000978,PROD000149,SEL00062,2,55.89,111.78
ITEM000001725,ORD00000979,PROD000030,SEL00085,1,23.9,23.9
ITEM000001726,ORD00000979,PROD000002,SEL00165,2,23.85,47.7
ITEM000001727,ORD00000980,PROD000576,SEL00172,2,4.74,9.48
ITEM000001728,ORD00000981,PROD000006,SEL00039,1,22.85,22.85
ITEM000001729,ORD00000982,PROD000347,SEL00196,1,5.16,5.16
ITEM000001730,ORD00000983,PROD000044,SEL00036,2,20.19,40.38
ITEM000001731,ORD00000984,PROD000015,SEL00197,2,4.97,9.94
ITEM000001732,ORD00000985,PROD000095,SEL00053,1,18.29,18.29
ITEM000001733,ORD00000985,PROD000774,SEL00058,3,92.81,278.43
ITEM000001734,ORD00000985,PROD000104,SEL00190,1,11.11,11.11
ITEM000001735,ORD00000985,PROD000639,SEL00167,1,5.99,5.99
ITEM000001736,ORD00000986,PROD000008,SEL00154,1,83.78,83.78
ITEM000001737,ORD00000987,PROD000695,SEL00054,1,66.41,66.41
ITEM000001738,ORD00000988,PROD000030,SEL00060,3,21.34,64.02
ITEM000001739,ORD00000989,PROD000473,SEL00046,1,5.38,5.38
ITEM000001740,ORD00000989,PROD000283,SEL00133,4,191.38,765.52
ITEM000001741,ORD00000990,PROD001202,SEL00189,1,18.65,18.65
ITEM000001742,ORD00000991,PROD000100,SEL00115,2,23.15,46.3
ITEM000001743,ORD00000991,PROD000003,SEL00107,1,68.34,68.34
ITEM000001744,ORD00000992,PROD000001,SEL00152,1,60.02,60.02
ITEM000001745,ORD00000992,PROD000849,SEL00007,1,14.61,14.61
ITEM000001746,ORD00000992,PROD000229,SEL00186,1,12.47,12.47
ITEM000001747,ORD00000992,PROD000702,SEL00176,1,110.49,110.49
ITEM000001748,ORD00000992,PROD000029,SEL00160,1,15.2,15.2
ITEM000001749,ORD00000993,PROD000074,SEL00004,1,223.84,223.84
ITEM000001750,ORD00000993,PROD000001,SEL00133,1,56.82,56.82
ITEM000001751,ORD00000993,PROD001333,SEL00025,1,26.03,26.03
ITEM000001752,ORD00000994,PROD000454,SEL00083,1,56.68,56.68
ITEM000001753,ORD00000994,PROD001218,SEL00085,2,44.67,89.34
ITEM000001754,ORD00000994,PROD000039,SEL00156,1,6.68,6.68
ITEM000001755,ORD00000995,PROD000353,SEL00123,1,91.04,91.04
ITEM000001756,ORD00000995,PROD000475,SEL00155,1,213.8,213.8
ITEM000001757,ORD00000996,PROD000060,SEL00192,1,97.63,97.63
ITEM000001758,ORD00000997,PROD000915,SEL00009,3,26.65,79.95
ITEM000001759,ORD00000997,PROD001274,SEL00163,1,19.64,19.64
ITEM000001760,ORD00000997,PROD001039,SEL00095,3,42.62,127.86
ITEM000001761,ORD00000997,PROD000610,SEL00108,1,208.84,208.84
ITEM000001762,ORD00000997,PROD000043,SEL00003,1,25.5,25.5
ITEM000001763,ORD00000998,PROD000045,SEL00007,1,5.77,5.77
ITEM000001764,ORD00000998,PROD001341,SEL00161,1,41.14,41.14
ITEM000001765,ORD00000998,PROD000001,SEL00090,2,57.56,115.12
ITEM000001766,ORD00000998,PROD000556,SEL00100,1,17.25,17.25
ITEM000001767,ORD00000999,PROD000534,SEL00076,1,7.03,7.03
ITEM000001768,ORD00001000,PROD000371,SEL00093,1,30.91,30.91
ITEM000001769,ORD00001001,PROD001456,SEL00050,1,4.95,4.95
ITEM000001770,ORD00001002,PROD000057,SEL00175,1,10.43,10.43
ITEM000001771,ORD00001003,PROD000072,SEL00019,2,189.0,378.0
ITEM000001772,ORD00001003,PROD000004,SEL00162,1,186.37,186.37
ITEM000001773,ORD00001003,PROD000144,SEL00124,2,43.15,86.3
ITEM000001774,ORD00001004,PROD000037,SEL00032,1,39.59,39.59
ITEM000001775,ORD00001004,PROD000073,SEL00015,1,28.91,28.91
ITEM000001776,ORD00001005,PROD000873,SEL00079,1,6.22,6.22
ITEM000001777,ORD00001006,PROD001227,SEL00070,3,34.43,103.29
ITEM000001778,ORD00001006,PROD000017,SEL00072,2,10.18,20.36
ITEM000001779,ORD00001007,PROD000091,SEL00077,4,38.4,153.6
ITEM000001780,ORD00001007,PROD001200,SEL00148,4,145.35,581.4
ITEM000001781,ORD00001007,PROD000003,SEL00002,1,65.69,65.69
ITEM000001782,ORD00001007,PROD000005,SEL00087,2,25.57,51.14
ITEM000001783,ORD00001008,PROD000013,SEL00165,3,44.29,132.87
ITEM000001784,ORD00001008,PROD000326,SEL00123,1,7.54,7.54
ITEM000001785,ORD00001009,PROD000011,SEL00038,1,18.28,18.28
ITEM000001786,ORD00001010,PROD001360,SEL00178,3,41.3,123.9
ITEM000001787,ORD00001011,PROD000147,SEL00112,2,7.13,14.26
ITEM000001788,ORD00001012,PROD000202,SEL00055,2,64.7,129.4
ITEM000001789,ORD00001012,PROD000032,SEL00167,1,319.82,319.82
ITEM000001790,ORD00001013,PROD000170,SEL00091,2,13.66,27.32
ITEM000001791,ORD00001014,PROD000443,SEL00010,1,5.03,5.03
ITEM000001792,ORD00001014,PROD000640,SEL00178,1,6.7,6.7
ITEM000001793,ORD00001015,PROD000646,SEL00188,1,23.48,23.48
ITEM000001794,ORD00001016,PROD000300,SEL00086,1,67.9,67.9
ITEM000001795,ORD00001017,PROD001109,SEL00147,1,14.91,14.91
ITEM000001796,ORD00001018,PROD000821,SEL00166,4,18.04,72.16
ITEM000001797,ORD00001018,PROD000654,SEL00006,1,9.09,9.09
ITEM000001798,ORD00001019,PROD000002,SEL00165,3,27.21,81.63
ITEM000001799,ORD00001020,PROD000001,SEL00123,1,60.47,60.47
ITEM000001800,ORD00001021,PROD000023,SEL00100,1,35.41,35.41
ITEM000001801,ORD00001021,PROD000446,SEL00149,1,75.52,75.52
ITEM000001802,ORD00001022,PROD000118,SEL00136,1,7.95,7.95
ITEM000001803,ORD00001022,PROD000111,SEL00037,1,4.73,4.73
ITEM000001804,ORD00001023,PROD001038,SEL00198,1,5.12,5.12
ITEM000001805,ORD00001024,PROD001077,SEL00164,1,4.97,4.97
ITEM000001806,ORD00001024,PROD001127,SEL00031,1,47.09,47.09
ITEM000001807,ORD00001025,PROD000058,SEL00025,1,23.6,23.6
ITEM000001808,ORD00001025,PROD000501,SEL00152,1,105.2,105.2
ITEM000001809,ORD00001025,PROD000041,SEL00168,1,81.29,81.29
ITEM000001810,ORD00001025,PROD000018,SEL00060,1,49.79,49.79
ITEM000001811,ORD00001025,PROD000017,SEL00016,4,9.53,38.12
ITEM000001812,ORD00001026,PROD000073,SEL00092,2,31.25,62.5
ITEM000001813,ORD00001026,PROD000133,SEL00074,2,8.85,17.7
ITEM000001814,ORD00001027,PROD000862,SEL00063,1,5.62,5.62
ITEM000001815,ORD00001028,PROD000007,SEL00085,1,194.22,194.22
ITEM000001816,ORD00001029,PROD000600,SEL00143,2,52.21,104.42
ITEM000001817,ORD00001030,PROD000237,SEL00135,3,4.69,14.07
ITEM000001818,ORD00001030,PROD000047,SEL00130,1,17.17,17.17
ITEM000001819,ORD00001030,PROD000192,SEL00138,1,90.07,90.07
ITEM000001820,ORD00001031,PROD000052,SEL00192,1,20.83,20.83
ITEM000001821,ORD00001032,PROD000328,SEL00027,1,75.09,75.09
ITEM000001822,ORD00001033,PROD000136,SEL00026,1,197.64,197.64
ITEM000001823,ORD00001034,PROD000013,SEL00185,1,40.3,40.3
ITEM000001824,ORD00001034,PROD000007,SEL00102,1,197.19,197.19
ITEM000001825,ORD00001034,PROD000257,SEL00024,2,143.19,286.38
ITEM000001826,ORD00001035,PROD001102,SEL00008,2,5.25,10.5
ITEM000001827,ORD00001036,PROD000074,SEL00169,1,220.46,220.46
ITEM000001828,ORD00001036,PROD000595,SEL00002,1,118.03,118.03
ITEM000001829,ORD00001036,PROD000436,SEL00075,1,33.76,33.76
ITEM000001830,ORD00001037,PROD001212,SEL00054,1,13.22,13.22
ITEM000001831,ORD00001038,PROD000831,SEL00139,2,6.71,13.42
ITEM000001832,ORD00001039,PROD000284,SEL00192,1,6.48,6.48
ITEM000001833,ORD00001039,PROD000433,SEL00029,1,21.95,21.95
ITEM000001834,ORD00001039,PROD001087,SEL00161,1,115.86,115.86
ITEM000001835,ORD00001040,PROD000109,SEL00156,1,38.79,38.79
ITEM000001836,ORD00001040,PROD000065,SEL00084,1,83.45,83.45
ITEM000001837,ORD00001040,PROD000001,SEL00086,1,54.89,54.89
ITEM000001838,ORD00001040,PROD000848,SEL00090,1,570.31,570.31
ITEM000001839,ORD00001040,PROD000773,SEL00046,1,72.36,72.36
ITEM000001840,ORD00001041,PROD000006,SEL00067,2,24.94,49.88
ITEM000001841,ORD00001042,PROD000299,SEL00143,1,75.98,75.98
ITEM000001842,ORD00001043,PROD000163,SEL00098,2,121.72,243.44
ITEM000001843,ORD00001043,PROD000007,SEL00012,1,219.61,219.61
ITEM000001844,ORD00001044,PROD001414,SEL00127,2,379.9,759.8
ITEM000001845,ORD00001044,PROD000024,SEL00138,1,5.51,5.51
ITEM000001846,ORD00001045,PROD000003,SEL00065,2,74.88,149.76
ITEM000001847,ORD00001046,PROD000326,SEL00002,1,7.14,7.14
ITEM000001848,ORD00001047,PROD000609,SEL00040,1,4.48,4.48
ITEM000001849,ORD00001047,PROD000001,SEL00192,1,56.7,56.7
ITEM000001850,ORD00001048,PROD000436,SEL00127,1,31.34,31.34
ITEM000001851,ORD00001049,PROD000238,SEL00073,4,38.21,152.84
ITEM000001852,ORD00001050,PROD000006,SEL00024,1,22.05,22.05
ITEM000001853,ORD00001051,PROD000015,SEL00041,1,4.43,4.43
ITEM000001854,ORD00001052,PROD000286,SEL00014,2,4.93,9.86
ITEM000001855,ORD00001052,PROD000051,SEL00027,1,49.06,49.06
ITEM000001856,ORD00001053,PROD001238,SEL00172,2,15.65,31.3
ITEM000001857,ORD00001054,PROD000825,SEL00126,2,16.64,33.28
ITEM000001858,ORD00001055,PROD001427,SEL00096,3,380.28,1140.84
ITEM000001859,ORD00001056,PROD000037,SEL00089,1,39.54,39.54
ITEM000001860,ORD00001056,PROD001367,SEL00192,1,32.73,32.73
ITEM000001861,ORD00001056,PROD000134,SEL00014,1,53.9,53.9
ITEM000001862,ORD00001057,PROD000076,SEL00141,4,91.7,366.8
ITEM000001863,ORD00001058,PROD000002,SEL00167,2,26.64,53.28
ITEM000001864,ORD00001058,PROD000503,SEL00025,2,5.92,11.84
ITEM000001865,ORD00001058,PROD000169,SEL00052,1,22.39,22.39
ITEM000001866,ORD00001059,PROD000027,SEL00062,2,8.33,16.66
ITEM000001867,ORD00001059,PROD000357,SEL00145,1,27.71,27.71
ITEM000001868,ORD00001059,PROD000034,SEL00002,1,8.03,8.03
ITEM000001869,ORD00001059,PROD000300,SEL00180,2,71.72,143.44
ITEM000001870,ORD00001059,PROD000082,SEL00183,1,50.41,50.41
ITEM000001871,ORD00001060,PROD000839,SEL00160,2,97.86,195.72
ITEM000001872,ORD00001061,PROD000830,SEL00126,1,22.79,22.79
ITEM000001873,ORD00001062,PROD000176,SEL00031,2,85.7,171.4
ITEM000001874,ORD00001062,PROD000078,SEL00084,3,21.18,63.54
ITEM000001875,ORD00001062,PROD000084,SEL00124,1,17.04,17.04
ITEM000001876,ORD00001063,PROD000786,SEL00114,1,110.59,110.59
ITEM000001877,ORD00001063,PROD000065,SEL00048,1,86.81,86.81
ITEM000001878,ORD00001064,PROD000022,SEL00024,2,24.26,48.52
ITEM000001879,ORD00001065,PROD000004,SEL00163,1,196.18,196.18
ITEM000001880,ORD00001065,PROD000166,SEL00092,2,55.12,110.24
ITEM000001881,ORD00001065,PROD000181,SEL00027,1,73.22,73.22
ITEM000001882,ORD00001066,PROD000893,SEL00155,3,106.31,318.93
ITEM000001883,ORD00001067,PROD000025,SEL00131,1,16.75,16.75
ITEM000001884,ORD00001068,PROD000096,SEL00094,1,5.33,5.33
ITEM000001885,ORD00001068,PROD000794,SEL00012,1,6.3,6.3
ITEM000001886,ORD00001068,PROD000839,SEL00032,1,96.14,96.14
ITEM000001887,ORD00001068,PROD000099,SEL00077,1,29.23,29.23
ITEM000001888,ORD00001068,PROD000158,SEL00081,1,59.23,59.23
ITEM000001889,ORD00001069,PROD000054,SEL00178,1,67.72,67.72
ITEM000001890,ORD00001070,PROD001216,SEL00194,1,135.27,135.27
ITEM000001891,ORD00001071,PROD000007,SEL00062,4,220.74,882.96
ITEM000001892,ORD00001071,PROD001220,SEL00033,1,393.75,393.75
ITEM000001893,ORD00001072,PROD000486,SEL00038,1,5.84,5.84
ITEM000001894,ORD00001073,PROD000237,SEL00110,1,4.72,4.72
ITEM000001895,ORD00001073,PROD000001,SEL00128,1,55.76,55.76
ITEM000001896,ORD00001073,PROD000174,SEL00189,1,45.53,45.53
ITEM000001897,ORD00001073,PROD000115,SEL00188,1,24.55,24.55
ITEM000001898,ORD00001074,PROD000013,SEL00199,1,46.14,46.14
ITEM000001899,ORD00001074,PROD000432,SEL00052,1,5.1,5.1
ITEM000001900,ORD00001074,PROD001374,SEL00145,1,4.34,4.34
ITEM000001901,ORD00001075,PROD000278,SEL00001,1,15.82,15.82
ITEM000001902,ORD00001076,PROD000553,SEL00097,2,138.47,276.94
ITEM000001903,ORD00001077,PROD000003,SEL00140,1,66.67,66.67
ITEM000001904,ORD00001078,PROD000123,SEL00157,1,167.81,167.81
ITEM000001905,ORD00001079,PROD000007,SEL00089,2,198.65,397.3
ITEM000001906,ORD00001079,PROD000355,SEL00136,4,31.08,124.32
ITEM000001907,ORD00001080,PROD001239,SEL00118,3,64.03,192.09
ITEM000001908,ORD00001080,PROD000442,SEL00100,1,27.7,27.7
ITEM000001909,ORD00001080,PROD000004,SEL00018,1,195.83,195.83
ITEM000001910,ORD00001080,PROD000080,SEL00008,1,4.67,4.67
ITEM000001911,ORD00001081,PROD000262,SEL00003,2,27.51,55.02
ITEM000001912,ORD00001081,PROD000112,SEL00135,1,33.53,33.53
ITEM000001913,ORD00001082,PROD000870,SEL00021,1,384.66,384.66
ITEM000001914,ORD00001083,PROD000812,SEL00043,4,17.08,68.32
ITEM000001915,ORD00001084,PROD000353,SEL00029,1,88.87,88.87
ITEM000001916,ORD00001085,PROD000091,SEL00136,1,31.73,31.73
ITEM000001917,ORD00001086,PROD000035,SEL00076,1,82.39,82.39
ITEM000001918,ORD00001087,PROD000006,SEL00088,1,22.75,22.75
ITEM000001919,ORD00001088,PROD000080,SEL00042,1,4.97,4.97
ITEM000001920,ORD00001088,PROD000119,SEL00121,1,112.06,112.06
ITEM000001921,ORD00001088,PROD000470,SEL00171,1,15.14,15.14
ITEM000001922,ORD00001088,PROD000435,SEL00199,1,179.91,179.91
ITEM000001923,ORD00001088,PROD000003,SEL00042,1,74.55,74.55
ITEM000001924,ORD00001089,PROD000106,SEL00171,2,51.36,102.72
ITEM000001925,ORD00001089,PROD000016,SEL00036,1,16.52,16.52
ITEM000001926,ORD00001089,PROD000012,SEL00065,1,18.0,18.0
ITEM000001927,ORD00001090,PROD000850,SEL00142,1,18.08,18.08
ITEM000001928,ORD00001091,PROD000002,SEL00161,1,27.48,27.48
ITEM000001929,ORD00001092,PROD000124,SEL00112,1,5.98,5.98
ITEM000001930,ORD00001092,PROD000014,SEL00010,1,5.11,5.11
ITEM000001931,ORD00001093,PROD001020,SEL00080,3,49.57,148.71
ITEM000001932,ORD00001094,PROD000271,SEL00195,1,164.53,164.53
ITEM000001933,ORD00001094,PROD000028,SEL00002,3,47.46,142.38
ITEM000001934,ORD00001095,PROD000203,SEL00199,3,107.08,321.24
ITEM000001935,ORD00001096,PROD000592,SEL00137,1,17.38,17.38
ITEM000001936,ORD00001097,PROD001319,SEL00006,1,14.11,14.11
ITEM000001937,ORD00001098,PROD000025,SEL00111,1,17.8,17.8
ITEM000001938,ORD00001099,PROD001043,SEL00004,1,111.74,111.74
ITEM000001939,ORD00001099,PROD001223,SEL00147,2,62.95,125.9
ITEM000001940,ORD00001099,PROD001154,SEL00141,1,6.43,6.43
ITEM000001941,ORD00001099,PROD000393,SEL00092,1,6.99,6.99
ITEM000001942,ORD00001099,PROD000384,SEL00127,3,16.96,50.88
ITEM000001943,ORD00001100,PROD000112,SEL00013,2,27.9,55.8
ITEM000001944,ORD00001100,PROD000643,SEL00071,2,20.71,41.42
ITEM000001945,ORD00001101,PROD000237,SEL00199,2,4.4,8.8
ITEM000001946,ORD00001102,PROD000473,SEL00014,1,5.49,5.49
ITEM000001947,ORD00001102,PROD000131,SEL00121,3,4.51,13.53
ITEM000001948,ORD00001102,PROD000592,SEL00163,1,17.34,17.34
ITEM000001949,ORD00001103,PROD000842,SEL00161,2,73.07,146.14
ITEM000001950,ORD00001104,PROD000011,SEL00064,1,18.56,18.56
ITEM000001951,ORD00001104,PROD000868,SEL00034,1,47.02,47.02
ITEM000001952,ORD00001105,PROD000248,SEL00019,1,14.8,14.8
ITEM000001953,ORD00001106,PROD000904,SEL00174,4,157.94,631.76
ITEM000001954,ORD00001107,PROD000134,SEL00132,2,54.54,109.08
ITEM000001955,ORD00001107,PROD000095,SEL00167,1,21.48,21.48
ITEM000001956,ORD00001108,PROD001149,SEL00159,1,211.94,211.94
ITEM000001957,ORD00001108,PROD000034,SEL00177,2,8.14,16.28
ITEM000001958,ORD00001108,PROD000903,SEL00134,1,33.51,33.51
ITEM000001959,ORD00001109,PROD000183,SEL00197,1,8.8,8.8
ITEM000001960,ORD00001110,PROD000216,SEL00095,3,81.86,245.58
ITEM000001961,ORD00001111,PROD000056,SEL00086,1,86.12,86.12
ITEM000001962,ORD00001112,PROD000293,SEL00133,1,16.05,16.05
ITEM000001963,ORD00001113,PROD000064,SEL00077,1,7.12,7.12
ITEM000001964,ORD00001113,PROD000002,SEL00174,2,26.9,53.8
ITEM000001965,ORD00001113,PROD000041,SEL00058,4,82.97,331.88
