order_id,customer_id,order_date,order_status,delivery_date,freight_value,estimated_delivery
ORD00000579,CUST0002415,2024-07-08T01:08:14.589029,delivered,2024-07-14T01:08:14.589029,26.4,2024-07-21T01:08:14.589029
ORD00000580,CUST0000400,2025-01-19T23:55:00,delivered,2025-01-23T23:55:00,34.26,2025-02-06T23:55:00
ORD00000581,CUST0002991,2024-08-19T13:50:00,processing,,79.82,2024-09-04T13:50:00
ORD00000582,CUST0001623,2026-07-03T19:03:00,delivered,2026-07-14T19:03:00,69.08,2026-07-15T19:03:00
ORD00000583,CUST0003608,2026-03-31T10:23:00,delivered,2026-04-14T10:23:00,12.81,2026-04-20T10:23:00
ORD00000584,CUST0001783,2024-07-08T01:08:14.589029,delivered,2024-07-21T01:08:14.589029,63.27,2024-07-22T01:08:14.589029
ORD00000585,CUST0002119,2025-12-15T23:36:00,delivered,2025-12-27T23:36:00,74.35,2026-01-02T23:36:00
ORD00000586,CUST0003393,2026-04-30T15:38:00,delivered,2026-05-07T15:38:00,58.34,2026-05-16T15:38:00
ORD00000587,CUST0001178,2025-10-17T13:08:00,processing,,74.88,2025-10-30T13:08:00
ORD00000588,CUST0002268,2024-07-08T01:08:14.589029,delivered,2024-07-11T01:08:14.589029,11.06,2024-07-25T01:08:14.589029
ORD00000589,CUST0002869,2024-12-23T10:34:00,delivered,2024-12-27T10:34:00,7.84,2025-01-06T10:34:00
ORD00000590,CUST0003624,2025-08-26T14:11:00,delivered,2025-08-31T14:11:00,28.88,2025-09-08T14:11:00
ORD00000591,CUST0003743,2024-10-05T20:33:00,pending,,50.59,2024-10-15T20:33:00
ORD00000592,CUST0003108,2024-07-25T11:04:00,delivered,2024-08-06T11:04:00,52.0,2024-08-11T11:04:00
ORD00000593,CUST0000036,2026-07-08T01:08:14.589029,delivered,2026-07-10T01:08:14.589029,54.89,2026-07-24T01:08:14.589029
ORD00000594,CUST0003681,2024-07-08T01:08:14.589029,processing,,25.64,2024-07-15T01:08:14.589029
ORD00000595,CUST0003057,2026-07-08T01:08:14.589029,delivered,2026-07-18T01:08:14.589029,58.71,2026-07-13T01:08:14.589029
ORD00000596,CUST0001284,2024-08-28T14:22:00,delivered,2024-09-08T14:22:00,79.7,2024-09-12T14:22:00
ORD00000597,CUST0004228,2026-07-08T01:08:14.589029,delivered,2026-07-22T01:08:14.589029,51.58,2026-07-19T01:08:14.589029
ORD00000598,CUST0004411,2024-11-28T06:56:00,delivered,2024-12-01T06:56:00,39.86,2024-12-03T06:56:00
ORD00000599,CUST0000197,2024-07-21T23:27:00,delivered,2024-07-28T23:27:00,43.68,2024-08-10T23:27:00
ORD00000600,CUST0000041,2026-05-25T09:19:00,delivered,2026-05-31T09:19:00,51.4,2026-06-13T09:19:00
ORD00000601,CUST0003223,2024-07-17T19:21:00,delivered,2024-07-20T19:21:00,26.6,2024-07-26T19:21:00
ORD00000602,CUST0002654,2024-10-23T14:58:00,delivered,2024-10-26T14:58:00,41.52,2024-11-09T14:58:00
ORD00000603,CUST0001649,2026-07-08T01:08:14.589029,processing,,76.06,2026-07-25T01:08:14.589029
ORD00000604,CUST0004586,2026-07-08T01:08:14.589029,processing,,75.2,2026-07-24T01:08:14.589029
ORD00000605,CUST0000705,2024-07-08T01:08:14.589029,delivered,2024-07-16T01:08:14.589029,26.73,2024-07-15T01:08:14.589029
ORD00000606,CUST0004408,2026-07-08T01:08:14.589029,delivered,2026-07-12T01:08:14.589029,25.91,2026-07-19T01:08:14.589029
ORD00000607,CUST0002023,2025-08-09T20:00:00,delivered,2025-08-18T20:00:00,52.12,2025-08-20T20:00:00
ORD00000608,CUST0003058,2025-11-06T19:57:00,delivered,2025-11-17T19:57:00,15.47,2025-11-12T19:57:00
ORD00000609,CUST0004066,2024-07-08T01:08:14.589029,pending,,16.57,2024-07-20T01:08:14.589029
ORD00000610,CUST0004145,2026-05-19T09:23:00,delivered,2026-06-01T09:23:00,27.87,2026-06-03T09:23:00
ORD00000611,CUST0002734,2025-11-07T19:41:00,delivered,2025-11-20T19:41:00,76.53,2025-11-12T19:41:00
ORD00000612,CUST0002015,2026-06-21T12:08:00,delivered,2026-06-28T12:08:00,37.53,2026-07-04T12:08:00
ORD00000613,CUST0000227,2026-07-08T01:08:14.589029,delivered,2026-07-14T01:08:14.589029,75.4,2026-07-16T01:08:14.589029
ORD00000614,CUST0002531,2025-03-18T20:05:00,delivered,2025-03-30T20:05:00,66.94,2025-04-04T20:05:00
ORD00000615,CUST0000650,2025-12-23T21:51:00,delivered,2025-12-25T21:51:00,60.43,2026-01-05T21:51:00
ORD00000616,CUST0004951,2026-07-08T01:08:14.589029,delivered,2026-07-20T01:08:14.589029,47.9,2026-07-15T01:08:14.589029
ORD00000617,CUST0001305,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,14.22,2024-07-17T01:08:14.589029
ORD00000618,CUST0003440,2025-12-16T08:23:00,processing,,55.01,2025-12-24T08:23:00
ORD00000619,CUST0004826,2024-09-29T09:25:00,delivered,2024-10-12T09:25:00,28.26,2024-10-18T09:25:00
ORD00000620,CUST0003052,2025-10-13T18:55:00,delivered,2025-10-21T18:55:00,8.52,2025-10-29T18:55:00
ORD00000621,CUST0001145,2026-07-08T01:08:14.589029,delivered,2026-07-17T01:08:14.589029,32.28,2026-07-22T01:08:14.589029
ORD00000622,CUST0001177,2025-06-24T14:09:00,delivered,2025-07-02T14:09:00,10.78,2025-07-10T14:09:00
ORD00000623,CUST0004311,2025-11-09T07:03:00,delivered,2025-11-18T07:03:00,15.48,2025-11-27T07:03:00
ORD00000624,CUST0001556,2026-07-08T01:08:14.589029,delivered,2026-07-11T01:08:14.589029,13.14,2026-07-16T01:08:14.589029
ORD00000625,CUST0001094,2026-05-05T18:06:00,delivered,2026-05-11T18:06:00,19.46,2026-05-24T18:06:00
ORD00000626,CUST0001979,2025-05-13T19:58:00,delivered,2025-05-18T19:58:00,54.28,2025-05-24T19:58:00
ORD00000627,CUST0004374,2024-07-08T01:08:14.589029,delivered,2024-07-11T01:08:14.589029,50.0,2024-07-16T01:08:14.589029
ORD00000628,CUST0003855,2025-10-06T12:25:00,shipped,,56.3,2025-10-20T12:25:00
ORD00000629,CUST0003976,2026-07-08T01:08:14.589029,shipped,,50.47,2026-07-14T01:08:14.589029
ORD00000630,CUST0004051,2024-09-02T16:54:00,shipped,,55.71,2024-09-11T16:54:00
ORD00000631,CUST0000617,2026-01-09T17:46:00,shipped,,17.86,2026-01-23T17:46:00
ORD00000632,CUST0001932,2026-04-22T17:02:00,delivered,2026-04-28T17:02:00,19.15,2026-05-01T17:02:00
ORD00000633,CUST0002266,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,49.65,2024-07-22T01:08:14.589029
ORD00000634,CUST0002320,2026-05-25T17:03:00,delivered,2026-06-01T17:03:00,6.09,2026-06-05T17:03:00
ORD00000635,CUST0004982,2025-01-09T14:00:00,delivered,2025-01-23T14:00:00,20.17,2025-01-14T14:00:00
ORD00000636,CUST0001808,2025-07-11T14:28:00,delivered,2025-07-20T14:28:00,14.55,2025-07-27T14:28:00
ORD00000637,CUST0000875,2025-07-04T11:58:00,delivered,2025-07-12T11:58:00,12.93,2025-07-16T11:58:00
ORD00000638,CUST0000418,2024-12-12T07:59:00,delivered,2024-12-17T07:59:00,71.35,2024-12-24T07:59:00
ORD00000639,CUST0002708,2026-03-10T20:30:00,delivered,2026-03-23T20:30:00,71.34,2026-03-17T20:30:00
ORD00000640,CUST0002840,2026-04-23T17:20:00,delivered,2026-04-26T17:20:00,76.17,2026-05-03T17:20:00
ORD00000641,CUST0001532,2024-07-08T01:08:14.589029,delivered,2024-07-20T01:08:14.589029,29.39,2024-07-15T01:08:14.589029
ORD00000642,CUST0003227,2025-12-13T14:18:00,delivered,2025-12-28T14:18:00,17.03,2025-12-31T14:18:00
ORD00000643,CUST0001231,2024-12-31T20:25:00,delivered,2025-01-05T20:25:00,28.94,2025-01-19T20:25:00
ORD00000644,CUST0003654,2026-05-16T09:03:00,delivered,2026-05-21T09:03:00,19.13,2026-06-01T09:03:00
ORD00000645,CUST0000492,2026-07-08T01:08:14.589029,delivered,2026-07-23T01:08:14.589029,36.81,2026-07-28T01:08:14.589029
ORD00000646,CUST0003451,2026-04-06T15:52:00,delivered,2026-04-18T15:52:00,64.17,2026-04-24T15:52:00
ORD00000647,CUST0002561,2025-04-25T08:52:00,pending,,32.48,2025-05-15T08:52:00
ORD00000648,CUST0004640,2025-12-14T16:50:00,delivered,2025-12-16T16:50:00,63.92,2025-12-26T16:50:00
ORD00000649,CUST0004226,2025-09-03T06:36:00,delivered,2025-09-07T06:36:00,29.46,2025-09-16T06:36:00
ORD00000650,CUST0001622,2025-09-08T21:25:00,delivered,2025-09-14T21:25:00,10.26,2025-09-17T21:25:00
ORD00000651,CUST0001641,2025-09-05T15:57:00,pending,,19.26,2025-09-14T15:57:00
ORD00000652,CUST0002504,2026-06-05T23:16:00,delivered,2026-06-19T23:16:00,37.44,2026-06-20T23:16:00
ORD00000653,CUST0001741,2026-07-08T01:08:14.589029,delivered,2026-07-19T01:08:14.589029,6.8,2026-07-27T01:08:14.589029
ORD00000654,CUST0003213,2025-09-23T23:14:00,delivered,2025-10-05T23:14:00,66.47,2025-10-07T23:14:00
ORD00000655,CUST0002917,2026-01-11T16:37:00,delivered,2026-01-25T16:37:00,52.49,2026-01-21T16:37:00
ORD00000656,CUST0001170,2025-07-27T11:31:00,delivered,2025-08-02T11:31:00,58.84,2025-08-14T11:31:00
ORD00000657,CUST0003527,2025-06-02T17:06:00,cancelled,,27.37,2025-06-19T17:06:00
ORD00000658,CUST0003243,2024-08-18T18:48:00,shipped,,44.0,2024-09-07T18:48:00
ORD00000659,CUST0002951,2024-08-14T16:26:00,shipped,,22.22,2024-08-28T16:26:00
ORD00000660,CUST0001928,2024-08-18T06:07:00,delivered,2024-08-31T06:07:00,19.3,2024-09-07T06:07:00
ORD00000661,CUST0001667,2025-12-20T13:40:00,pending,,46.33,2025-12-25T13:40:00
ORD00000662,CUST0000228,2024-07-08T01:08:14.589029,delivered,2024-07-10T01:08:14.589029,5.44,2024-07-17T01:08:14.589029
ORD00000663,CUST0001597,2024-11-13T12:43:00,delivered,2024-11-27T12:43:00,5.37,2024-11-23T12:43:00
ORD00000664,CUST0004500,2026-07-08T01:08:14.589029,processing,,18.72,2026-07-24T01:08:14.589029
ORD00000665,CUST0004713,2026-07-08T01:08:14.589029,delivered,2026-07-19T01:08:14.589029,52.91,2026-07-15T01:08:14.589029
ORD00000666,CUST0004181,2025-02-03T16:18:00,delivered,2025-02-09T16:18:00,37.65,2025-02-11T16:18:00
ORD00000667,CUST0004526,2025-01-16T10:34:00,pending,,72.96,2025-01-29T10:34:00
ORD00000668,CUST0004258,2024-12-18T12:18:00,delivered,2024-12-29T12:18:00,53.11,2024-12-28T12:18:00
ORD00000669,CUST0000624,2026-04-22T17:11:00,delivered,2026-04-30T17:11:00,17.01,2026-05-01T17:11:00
ORD00000670,CUST0002838,2026-05-17T12:10:00,processing,,42.06,2026-05-22T12:10:00
ORD00000671,CUST0000908,2024-11-30T20:50:00,processing,,45.28,2024-12-09T20:50:00
ORD00000672,CUST0004698,2025-02-22T16:13:00,delivered,2025-02-24T16:13:00,26.22,2025-02-27T16:13:00
ORD00000673,CUST0000609,2024-10-01T20:20:00,shipped,,5.2,2024-10-14T20:20:00
ORD00000674,CUST0004010,2025-01-26T21:32:00,delivered,2025-02-04T21:32:00,50.75,2025-02-01T21:32:00
ORD00000675,CUST0002410,2024-07-08T01:08:14.589029,delivered,2024-07-10T01:08:14.589029,11.32,2024-07-18T01:08:14.589029
ORD00000676,CUST0001986,2026-03-06T06:07:00,processing,,46.04,2026-03-18T06:07:00
ORD00000677,CUST0000518,2024-07-08T01:08:14.589029,delivered,2024-07-10T01:08:14.589029,10.47,2024-07-14T01:08:14.589029
ORD00000678,CUST0000527,2024-10-21T14:54:00,cancelled,,65.15,2024-10-28T14:54:00
ORD00000679,CUST0003604,2026-07-08T01:08:14.589029,cancelled,,52.31,2026-07-15T01:08:14.589029
ORD00000680,CUST0004950,2024-07-08T01:08:14.589029,delivered,2024-07-13T01:08:14.589029,45.68,2024-07-16T01:08:14.589029
ORD00000681,CUST0003334,2025-11-13T20:28:00,delivered,2025-11-16T20:28:00,48.84,2025-11-28T20:28:00
ORD00000682,CUST0003965,2024-08-26T09:28:00,delivered,2024-09-02T09:28:00,10.63,2024-09-15T09:28:00
ORD00000683,CUST0001885,2025-07-28T11:28:00,delivered,2025-08-01T11:28:00,29.19,2025-08-08T11:28:00
ORD00000684,CUST0002194,2026-07-08T01:08:14.589029,delivered,2026-07-17T01:08:14.589029,18.1,2026-07-27T01:08:14.589029
ORD00000685,CUST0001989,2026-07-08T01:08:14.589029,delivered,2026-07-22T01:08:14.589029,44.64,2026-07-25T01:08:14.589029
ORD00000686,CUST0002036,2026-07-08T01:08:14.589029,delivered,2026-07-12T01:08:14.589029,58.26,2026-07-15T01:08:14.589029
ORD00000687,CUST0002040,2025-12-28T13:53:00,delivered,2026-01-03T13:53:00,72.12,2026-01-14T13:53:00
ORD00000688,CUST0000956,2025-10-05T08:23:00,delivered,2025-10-10T08:23:00,24.16,2025-10-20T08:23:00
ORD00000689,CUST0004327,2026-06-29T12:12:00,delivered,2026-07-01T12:12:00,26.25,2026-07-12T12:12:00
ORD00000690,CUST0002511,2024-07-08T01:08:14.589029,delivered,2024-07-17T01:08:14.589029,30.47,2024-07-21T01:08:14.589029
ORD00000691,CUST0001366,2024-09-18T15:11:00,processing,,62.62,2024-10-05T15:11:00
ORD00000692,CUST0000912,2024-12-14T14:48:00,delivered,2024-12-25T14:48:00,18.02,2024-12-27T14:48:00
ORD00000693,CUST0003613,2026-04-07T22:56:00,delivered,2026-04-21T22:56:00,53.39,2026-04-15T22:56:00
ORD00000694,CUST0000977,2025-06-21T08:51:00,delivered,2025-07-06T08:51:00,25.85,2025-07-01T08:51:00
ORD00000695,CUST0002457,2024-11-18T18:10:00,delivered,2024-12-01T18:10:00,8.56,2024-11-25T18:10:00
ORD00000696,CUST0003653,2025-09-29T10:51:00,processing,,9.79,2025-10-19T10:51:00
ORD00000697,CUST0002182,2025-02-19T06:06:00,delivered,2025-02-23T06:06:00,28.88,2025-02-28T06:06:00
ORD00000698,CUST0003938,2024-08-26T23:26:00,shipped,,77.17,2024-09-07T23:26:00
ORD00000699,CUST0004490,2025-03-02T20:39:00,delivered,2025-03-10T20:39:00,51.34,2025-03-21T20:39:00
ORD00000700,CUST0000553,2025-02-27T14:08:00,delivered,2025-03-01T14:08:00,53.12,2025-03-11T14:08:00
ORD00000701,CUST0002639,2026-07-08T01:08:14.589029,pending,,54.48,2026-07-26T01:08:14.589029
ORD00000702,CUST0004988,2026-03-08T06:21:00,delivered,2026-03-17T06:21:00,48.11,2026-03-19T06:21:00
ORD00000703,CUST0000817,2024-07-08T01:08:14.589029,delivered,2024-07-11T01:08:14.589029,28.73,2024-07-21T01:08:14.589029
ORD00000704,CUST0004519,2026-06-21T18:27:00,delivered,2026-07-06T18:27:00,51.31,2026-07-02T18:27:00
ORD00000705,CUST0000141,2025-05-03T11:05:00,delivered,2025-05-13T11:05:00,26.82,2025-05-20T11:05:00
ORD00000706,CUST0002341,2024-08-29T10:54:00,delivered,2024-09-09T10:54:00,27.0,2024-09-14T10:54:00
ORD00000707,CUST0003419,2026-07-08T01:08:14.589029,processing,,41.44,2026-07-21T01:08:14.589029
ORD00000708,CUST0001398,2025-12-24T23:53:00,delivered,2026-01-02T23:53:00,64.48,2025-12-30T23:53:00
ORD00000709,CUST0001293,2025-09-21T11:39:00,delivered,2025-10-03T11:39:00,62.06,2025-10-09T11:39:00
ORD00000710,CUST0004067,2025-10-19T07:09:00,delivered,2025-10-24T07:09:00,54.86,2025-11-03T07:09:00
ORD00000711,CUST0000735,2025-09-03T10:18:00,delivered,2025-09-14T10:18:00,60.48,2025-09-23T10:18:00
ORD00000712,CUST0002029,2025-03-10T19:04:00,delivered,2025-03-23T19:04:00,37.58,2025-03-20T19:04:00
ORD00000713,CUST0003260,2024-07-08T01:08:14.589029,delivered,2024-07-19T01:08:14.589029,42.36,2024-07-28T01:08:14.589029
ORD00000714,CUST0002862,2026-07-08T01:08:14.589029,delivered,2026-07-14T01:08:14.589029,12.68,2026-07-15T01:08:14.589029
ORD00000715,CUST0001896,2024-08-12T15:18:00,delivered,2024-08-24T15:18:00,27.6,2024-08-30T15:18:00
ORD00000716,CUST0000715,2024-07-18T23:03:00,shipped,,56.31,2024-07-25T23:03:00
ORD00000717,CUST0003385,2025-12-26T20:29:00,delivered,2026-01-03T20:29:00,30.66,2026-01-14T20:29:00
ORD00000718,CUST0000477,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,57.19,2024-07-19T01:08:14.589029
ORD00000719,CUST0000414,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,8.7,2024-07-17T01:08:14.589029
ORD00000720,CUST0000674,2024-07-08T01:08:14.589029,pending,,44.0,2024-07-23T01:08:14.589029
ORD00000721,CUST0003462,2024-07-08T01:08:14.589029,delivered,2024-07-11T01:08:14.589029,60.98,2024-07-22T01:08:14.589029
ORD00000722,CUST0003442,2025-08-08T14:42:00,delivered,2025-08-21T14:42:00,70.91,2025-08-27T14:42:00
ORD00000723,CUST0004644,2025-11-30T11:22:00,delivered,2025-12-02T11:22:00,16.83,2025-12-16T11:22:00
ORD00000724,CUST0001318,2025-08-18T14:33:00,pending,,46.95,2025-08-25T14:33:00
ORD00000725,CUST0002735,2026-07-08T01:08:14.589029,processing,,34.52,2026-07-22T01:08:14.589029
ORD00000726,CUST0002994,2025-04-29T06:50:00,delivered,2025-05-10T06:50:00,40.24,2025-05-19T06:50:00
ORD00000727,CUST0000357,2026-07-08T01:08:14.589029,delivered,2026-07-22T01:08:14.589029,53.13,2026-07-23T01:08:14.589029
ORD00000728,CUST0001977,2025-10-14T07:43:00,delivered,2025-10-22T07:43:00,12.33,2025-10-28T07:43:00
ORD00000729,CUST0000720,2025-12-12T21:20:00,processing,,41.58,2025-12-26T21:20:00
ORD00000730,CUST0003274,2025-10-17T16:58:00,delivered,2025-10-24T16:58:00,56.0,2025-11-04T16:58:00
ORD00000731,CUST0003397,2026-07-08T01:08:14.589029,delivered,2026-07-16T01:08:14.589029,75.07,2026-07-20T01:08:14.589029
ORD00000732,CUST0003036,2025-02-14T09:55:00,cancelled,,21.43,2025-03-01T09:55:00
ORD00000733,CUST0003043,2024-08-12T18:38:00,delivered,2024-08-23T18:38:00,14.65,2024-08-21T18:38:00
ORD00000734,CUST0003178,2026-07-08T01:08:14.589029,delivered,2026-07-23T01:08:14.589029,43.06,2026-07-26T01:08:14.589029
ORD00000735,CUST0000418,2025-10-13T11:11:00,shipped,,66.03,2025-10-20T11:11:00
ORD00000736,CUST0001099,2025-05-19T06:07:00,delivered,2025-05-24T06:07:00,77.98,2025-05-26T06:07:00
ORD00000737,CUST0002973,2026-05-26T18:00:00,delivered,2026-05-30T18:00:00,18.03,2026-05-31T18:00:00
ORD00000738,CUST0002891,2025-07-13T15:10:00,shipped,,44.06,2025-07-20T15:10:00
ORD00000739,CUST0000290,2024-12-06T21:13:00,delivered,2024-12-20T21:13:00,14.56,2024-12-16T21:13:00
ORD00000740,CUST0001879,2025-11-03T09:35:00,delivered,2025-11-17T09:35:00,16.34,2025-11-15T09:35:00
ORD00000741,CUST0001137,2026-01-11T12:58:00,delivered,2026-01-23T12:58:00,70.6,2026-01-19T12:58:00
ORD00000742,CUST0003969,2026-01-31T12:40:00,delivered,2026-02-08T12:40:00,34.49,2026-02-17T12:40:00
ORD00000743,CUST0002674,2026-07-08T01:08:14.589029,delivered,2026-07-20T01:08:14.589029,41.85,2026-07-14T01:08:14.589029
ORD00000744,CUST0001792,2025-09-07T09:42:00,delivered,2025-09-20T09:42:00,23.82,2025-09-22T09:42:00
ORD00000745,CUST0003397,2025-11-19T16:03:00,shipped,,67.12,2025-12-01T16:03:00
ORD00000746,CUST0003737,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,69.07,2024-07-22T01:08:14.589029
ORD00000747,CUST0004159,2026-07-08T01:08:14.589029,delivered,2026-07-15T01:08:14.589029,14.06,2026-07-27T01:08:14.589029
ORD00000748,CUST0003277,2026-02-28T17:28:00,delivered,2026-03-07T17:28:00,15.32,2026-03-10T17:28:00
ORD00000749,CUST0001074,2026-05-28T14:37:00,shipped,,19.23,2026-06-10T14:37:00
ORD00000750,CUST0001948,2026-07-08T01:08:14.589029,delivered,2026-07-22T01:08:14.589029,60.26,2026-07-14T01:08:14.589029
ORD00000751,CUST0003634,2026-03-31T12:36:00,delivered,2026-04-13T12:36:00,63.82,2026-04-16T12:36:00
ORD00000752,CUST0002681,2026-04-02T22:31:00,delivered,2026-04-11T22:31:00,15.19,2026-04-11T22:31:00
ORD00000753,CUST0004511,2026-02-03T11:00:00,shipped,,48.34,2026-02-21T11:00:00
ORD00000754,CUST0001343,2024-07-08T01:08:14.589029,shipped,,42.75,2024-07-25T01:08:14.589029
ORD00000755,CUST0004746,2026-07-08T01:08:14.589029,processing,,41.78,2026-07-22T01:08:14.589029
ORD00000756,CUST0003216,2025-10-01T16:17:00,pending,,72.07,2025-10-21T16:17:00
ORD00000757,CUST0004373,2024-07-08T01:08:14.589029,pending,,15.24,2024-07-18T01:08:14.589029
ORD00000758,CUST0004058,2026-07-08T01:08:14.589029,delivered,2026-07-10T01:08:14.589029,27.94,2026-07-15T01:08:14.589029
ORD00000759,CUST0000210,2024-12-22T07:56:00,cancelled,,38.81,2025-01-06T07:56:00
ORD00000760,CUST0002532,2026-07-08T01:08:14.589029,delivered,2026-07-23T01:08:14.589029,48.03,2026-07-14T01:08:14.589029
ORD00000761,CUST0004079,2024-08-05T09:12:00,cancelled,,31.26,2024-08-14T09:12:00
ORD00000762,CUST0004925,2025-12-01T15:10:00,delivered,2025-12-07T15:10:00,9.73,2025-12-11T15:10:00
ORD00000763,CUST0004831,2024-10-08T10:15:00,delivered,2024-10-21T10:15:00,38.57,2024-10-26T10:15:00
ORD00000764,CUST0003854,2026-04-15T15:18:00,delivered,2026-04-27T15:18:00,19.58,2026-04-23T15:18:00
ORD00000765,CUST0004657,2026-04-20T20:45:00,delivered,2026-04-28T20:45:00,61.41,2026-05-02T20:45:00
ORD00000766,CUST0002531,2026-02-11T09:14:00,delivered,2026-02-26T09:14:00,12.91,2026-03-03T09:14:00
ORD00000767,CUST0003326,2025-08-19T10:45:00,shipped,,65.96,2025-08-28T10:45:00
ORD00000768,CUST0000275,2025-08-25T11:15:00,delivered,2025-08-27T11:15:00,20.69,2025-08-30T11:15:00
ORD00000769,CUST0001391,2025-11-16T11:24:00,delivered,2025-11-30T11:24:00,71.03,2025-11-23T11:24:00
ORD00000770,CUST0003905,2025-10-04T15:20:00,delivered,2025-10-11T15:20:00,62.41,2025-10-20T15:20:00
ORD00000771,CUST0004246,2026-03-28T16:08:00,shipped,,54.1,2026-04-03T16:08:00
ORD00000772,CUST0003546,2025-12-26T13:34:00,processing,,10.59,2026-01-14T13:34:00
ORD00000773,CUST0003017,2024-10-25T23:00:00,pending,,45.84,2024-11-05T23:00:00
ORD00000774,CUST0001975,2024-11-19T10:15:00,delivered,2024-11-26T10:15:00,15.38,2024-12-04T10:15:00
ORD00000775,CUST0002763,2026-07-08T01:08:14.589029,delivered,2026-07-18T01:08:14.589029,5.57,2026-07-19T01:08:14.589029
ORD00000776,CUST0001317,2026-07-08T01:08:14.589029,cancelled,,76.89,2026-07-21T01:08:14.589029
ORD00000777,CUST0001767,2026-07-07T23:22:00,delivered,2026-07-13T23:22:00,40.22,2026-07-26T23:22:00
ORD00000778,CUST0001007,2026-03-24T14:05:00,shipped,,58.45,2026-04-03T14:05:00
ORD00000779,CUST0004111,2025-05-12T14:04:00,processing,,50.97,2025-05-27T14:04:00
ORD00000780,CUST0000701,2025-11-02T13:22:00,delivered,2025-11-04T13:22:00,20.23,2025-11-12T13:22:00
ORD00000781,CUST0002481,2026-01-15T23:24:00,delivered,2026-01-18T23:24:00,37.0,2026-02-02T23:24:00
ORD00000782,CUST0004423,2025-12-11T18:18:00,pending,,20.77,2025-12-30T18:18:00
ORD00000783,CUST0004410,2024-07-08T01:08:14.589029,delivered,2024-07-17T01:08:14.589029,18.28,2024-07-22T01:08:14.589029
ORD00000784,CUST0003250,2024-07-08T01:08:14.589029,delivered,2024-07-11T01:08:14.589029,40.18,2024-07-25T01:08:14.589029
ORD00000785,CUST0002305,2026-02-03T19:51:00,pending,,24.06,2026-02-15T19:51:00
ORD00000786,CUST0003536,2024-12-05T22:17:00,delivered,2024-12-12T22:17:00,27.95,2024-12-19T22:17:00
ORD00000787,CUST0002884,2024-11-04T06:32:00,delivered,2024-11-12T06:32:00,10.98,2024-11-21T06:32:00
ORD00000788,CUST0003191,2024-07-08T01:08:14.589029,delivered,2024-07-14T01:08:14.589029,50.94,2024-07-23T01:08:14.589029
ORD00000789,CUST0003111,2024-12-09T08:01:00,delivered,2024-12-21T08:01:00,41.87,2024-12-23T08:01:00
ORD00000790,CUST0001209,2024-07-08T01:08:14.589029,delivered,2024-07-12T01:08:14.589029,72.27,2024-07-19T01:08:14.589029
ORD00000791,CUST0003776,2024-11-21T06:43:00,delivered,2024-11-25T06:43:00,51.24,2024-12-07T06:43:00
ORD00000792,CUST0002835,2026-07-08T01:08:14.589029,delivered,2026-07-14T01:08:14.589029,45.57,2026-07-20T01:08:14.589029
ORD00000793,CUST0004526,2026-03-25T11:10:00,delivered,2026-04-08T11:10:00,18.49,2026-04-01T11:10:00
ORD00000794,CUST0002902,2024-07-08T01:08:14.589029,delivered,2024-07-23T01:08:14.589029,16.84,2024-07-26T01:08:14.589029
ORD00000795,CUST0003910,2026-04-23T10:17:00,shipped,,50.01,2026-05-05T10:17:00
ORD00000796,CUST0004919,2025-11-26T13:35:00,delivered,2025-12-02T13:35:00,27.18,2025-12-08T13:35:00
ORD00000797,CUST0004785,2026-04-27T23:48:00,delivered,2026-05-07T23:48:00,6.44,2026-05-09T23:48:00
ORD00000798,CUST0002232,2026-07-08T01:08:14.589029,delivered,2026-07-23T01:08:14.589029,28.62,2026-07-17T01:08:14.589029
ORD00000799,CUST0001023,2025-12-28T06:01:00,delivered,2026-01-03T06:01:00,31.74,2026-01-10T06:01:00
ORD00000800,CUST0001796,2025-06-02T15:54:00,processing,,40.25,2025-06-10T15:54:00
ORD00000801,CUST0003575,2026-07-08T01:08:14.589029,processing,,14.96,2026-07-22T01:08:14.589029
ORD00000802,CUST0000959,2025-01-13T16:30:00,pending,,33.01,2025-01-31T16:30:00
ORD00000803,CUST0001778,2026-07-08T01:08:14.589029,delivered,2026-07-11T01:08:14.589029,39.49,2026-07-17T01:08:14.589029
ORD00000804,CUST0002000,2025-06-09T11:39:00,processing,,76.01,2025-06-21T11:39:00
ORD00000805,CUST0003004,2024-11-29T18:02:00,delivered,2024-12-09T18:02:00,78.63,2024-12-10T18:02:00
ORD00000806,CUST0002378,2026-07-08T01:08:14.589029,delivered,2026-07-19T01:08:14.589029,41.66,2026-07-22T01:08:14.589029
ORD00000807,CUST0003683,2025-01-25T07:36:00,pending,,39.41,2025-02-01T07:36:00
ORD00000808,CUST0001909,2026-06-25T07:42:00,delivered,2026-07-07T07:42:00,23.81,2026-07-10T07:42:00
ORD00000809,CUST0004756,2024-12-17T06:18:00,shipped,,57.93,2025-01-06T06:18:00
ORD00000810,CUST0003719,2024-10-14T09:24:00,delivered,2024-10-23T09:24:00,18.58,2024-11-01T09:24:00
