payment_id,order_id,payment_sequence,payment_type,installments,payment_value,payment_status
PAY000003204,ORD00002881,1,debit_card,1,1134.27,approved
PAY000003205,ORD00002882,1,credit_card,3,1028.64,approved
PAY000003206,ORD00002883,1,credit_card,12,167.11,approved
PAY000003207,ORD00002884,1,boleto,1,788.2,approved
PAY000003208,ORD00002884,2,credit_card,6,1197.03,approved
PAY000003209,ORD00002885,1,credit_card,1,113.88,approved
PAY000003210,ORD00002886,1,credit_card,3,842.13,refunded
PAY000003211,ORD00002887,1,boleto,1,531.43,approved
PAY000003212,ORD00002888,1,credit_card,6,1032.57,approved
PAY000003213,ORD00002889,1,boleto,1,280.74,refunded
PAY000003214,ORD00002890,1,debit_card,1,1144.37,approved
PAY000003215,ORD00002891,1,credit_card,1,631.29,approved
PAY000003216,ORD00002892,1,debit_card,1,205.07,approved
PAY000003217,ORD00002893,1,credit_card,3,1163.41,approved
PAY000003218,ORD00002894,1,credit_card,1,458.58,approved
PAY000003219,ORD00002894,2,credit_card,3,833.22,approved
PAY000003220,ORD00002895,1,voucher,1,698.96,approved
PAY000003221,ORD00002896,1,credit_card,2,189.65,approved
PAY000003222,ORD00002897,1,credit_card,3,1112.72,approved
PAY000003223,ORD00002898,1,debit_card,1,684.99,refunded
PAY000003224,ORD00002898,2,debit_card,1,591.75,refunded
PAY000003225,ORD00002899,1,credit_card,6,1166.89,approved
PAY000003226,ORD00002899,2,debit_card,1,996.74,approved
PAY000003227,ORD00002900,1,credit_card,3,568.78,approved
PAY000003228,ORD00002901,1,credit_card,12,668.68,approved
PAY000003229,ORD00002902,1,credit_card,12,726.4,approved
PAY000003230,ORD00002903,1,debit_card,1,828.85,approved
PAY000003231,ORD00002904,1,debit_card,1,733.55,approved
PAY000003232,ORD00002905,1,credit_card,3,1033.2,approved
PAY000003233,ORD00002906,1,debit_card,1,663.63,refunded
PAY000003234,ORD00002907,1,credit_card,12,154.88,approved
PAY000003235,ORD00002907,2,credit_card,3,566.46,approved
PAY000003236,ORD00002908,1,credit_card,1,1118.33,approved
PAY000003237,ORD00002909,1,debit_card,1,491.77,approved
PAY000003238,ORD00002910,1,voucher,1,1143.08,approved
PAY000003239,ORD00002911,1,credit_card,12,881.69,approved
PAY000003240,ORD00002912,1,debit_card,1,556.84,refunded
PAY000003241,ORD00002913,1,credit_card,3,320.81,approved
PAY000003242,ORD00002914,1,credit_card,12,76.11,approved
PAY000003243,ORD00002915,1,debit_card,1,147.86,approved
PAY000003244,ORD00002916,1,boleto,1,81.17,approved
PAY000003245,ORD00002917,1,credit_card,6,384.3,approved
PAY000003246,ORD00002918,1,credit_card,3,446.13,refunded
PAY000003247,ORD00002919,1,credit_card,12,300.18,approved
PAY000003248,ORD00002920,1,credit_card,2,791.2,approved
PAY000003249,ORD00002920,2,credit_card,1,75.04,approved
PAY000003250,ORD00002921,1,credit_card,6,191.1,approved
PAY000003251,ORD00002922,1,credit_card,6,1119.79,approved
PAY000003252,ORD00002923,1,credit_card,3,484.86,approved
PAY000003253,ORD00002924,1,credit_card,6,193.43,approved
PAY000003254,ORD00002925,1,boleto,1,432.31,approved
PAY000003255,ORD00002926,1,credit_card,1,815.04,approved
PAY000003256,ORD00002927,1,credit_card,6,283.88,approved
PAY000003257,ORD00002928,1,credit_card,6,948.49,approved
PAY000003258,ORD00002928,2,credit_card,1,228.2,approved
PAY000003259,ORD00002929,1,credit_card,1,34.63,approved
PAY000003260,ORD00002930,1,credit_card,2,886.76,approved
PAY000003261,ORD00002931,1,voucher,1,930.09,approved
PAY000003262,ORD00002931,2,boleto,1,1182.35,approved
PAY000003263,ORD00002932,1,debit_card,1,206.48,approved
PAY000003264,ORD00002933,1,credit_card,2,415.8,approved
PAY000003265,ORD00002934,1,credit_card,2,867.07,approved
PAY000003266,ORD00002935,1,boleto,1,556.56,approved
PAY000003267,ORD00002935,2,boleto,1,786.94,approved
PAY000003268,ORD00002936,1,boleto,1,1101.11,approved
PAY000003269,ORD00002937,1,credit_card,1,950.11,approved
PAY000003270,ORD00002938,1,debit_card,1,705.02,approved
PAY000003271,ORD00002939,1,boleto,1,831.38,approved
PAY000003272,ORD00002939,2,voucher,1,965.55,approved
PAY000003273,ORD00002940,1,credit_card,12,1122.92,approved
PAY000003274,ORD00002941,1,credit_card,3,1180.76,approved
PAY000003275,ORD00002942,1,boleto,1,370.17,approved
PAY000003276,ORD00002943,1,credit_card,2,275.37,approved
PAY000003277,ORD00002944,1,boleto,1,508.03,approved
PAY000003278,ORD00002945,1,credit_card,12,1182.97,approved
PAY000003279,ORD00002946,1,credit_card,2,1176.54,approved
PAY000003280,ORD00002947,1,credit_card,6,761.18,approved
PAY000003281,ORD00002948,1,credit_card,12,628.39,approved
PAY000003282,ORD00002949,1,credit_card,1,836.12,approved
PAY000003283,ORD00002950,1,credit_card,2,1140.07,approved
PAY000003284,ORD00002951,1,debit_card,1,749.73,approved
PAY000003285,ORD00002952,1,debit_card,1,918.87,approved
PAY000003286,ORD00002953,1,credit_card,2,848.75,refunded
PAY000003287,ORD00002953,2,boleto,1,872.34,refunded
PAY000003288,ORD00002954,1,credit_card,3,406.63,approved
PAY000003289,ORD00002955,1,debit_card,1,724.92,approved
PAY000003290,ORD00002956,1,debit_card,1,274.12,approved
PAY000003291,ORD00002957,1,credit_card,3,50.33,approved
PAY000003292,ORD00002958,1,boleto,1,783.08,approved
PAY000003293,ORD00002959,1,credit_card,3,1191.93,approved
PAY000003294,ORD00002960,1,credit_card,2,1164.36,approved
PAY000003295,ORD00002961,1,credit_card,3,666.83,approved
PAY000003296,ORD00002962,1,credit_card,2,397.53,approved
PAY000003297,ORD00002963,1,credit_card,1,1188.78,approved
PAY000003298,ORD00002964,1,credit_card,3,656.23,approved
PAY000003299,ORD00002965,1,credit_card,12,1019.27,approved
PAY000003300,ORD00002966,1,credit_card,2,643.43,approved
PAY000003301,ORD00002967,1,debit_card,1,925.79,approved
PAY000003302,ORD00002968,1,boleto,1,928.58,approved
PAY000003303,ORD00002969,1,boleto,1,673.15,approved
PAY000003304,ORD00002970,1,credit_card,3,1146.83,approved
PAY000003305,ORD00002971,1,credit_card,6,1050.9,approved
PAY000003306,ORD00002972,1,boleto,1,1048.33,approved
PAY000003307,ORD00002973,1,credit_card,6,1087.75,approved
PAY000003308,ORD00002974,1,boleto,1,615.48,approved
PAY000003309,ORD00002975,1,voucher,1,223.38,approved
PAY000003310,ORD00002976,1,debit_card,1,1182.56,approved
PAY000003311,ORD00002977,1,credit_card,6,182.98,approved
PAY000003312,ORD00002978,1,credit_card,3,997.13,approved
PAY000003313,ORD00002979,1,boleto,1,597.46,approved
PAY000003314,ORD00002980,1,credit_card,2,1065.45,approved
PAY000003315,ORD00002981,1,boleto,1,1108.66,approved
PAY000003316,ORD00002982,1,boleto,1,819.73,approved
PAY000003317,ORD00002983,1,debit_card,1,1016.8,approved
PAY000003318,ORD00002984,1,debit_card,1,1013.71,approved
PAY000003319,ORD00002985,1,credit_card,2,770.28,approved
PAY000003320,ORD00002986,1,credit_card,2,248.03,approved
PAY000003321,ORD00002987,1,credit_card,2,487.56,approved
PAY000003322,ORD00002988,1,credit_card,1,210.02,approved
PAY000003323,ORD00002989,1,credit_card,1,161.36,approved
PAY000003324,ORD00002990,1,credit_card,12,1130.03,approved
PAY000003325,ORD00002991,1,credit_card,3,676.4,approved
PAY000003326,ORD00002992,1,debit_card,1,418.35,approved
PAY000003327,ORD00002993,1,credit_card,12,45.99,approved
PAY000003328,ORD00002994,1,debit_card,1,672.0,approved
PAY000003329,ORD00002995,1,credit_card,12,744.93,approved
PAY000003330,ORD00002996,1,credit_card,12,688.99,approved
PAY000003331,ORD00002997,1,credit_card,3,62.1,approved
PAY000003332,ORD00002998,1,credit_card,6,636.55,approved
PAY000003333,ORD00002999,1,boleto,1,537.1,approved
PAY000003334,ORD00003000,1,credit_card,3,1063.1,refunded
PAY000003335,ORD00003000,2,credit_card,1,193.46,refunded
PAY000003336,ORD00003001,1,credit_card,3,1197.53,approved
PAY000003337,ORD00003002,1,credit_card,1,854.51,approved
PAY000003338,ORD00003003,1,debit_card,1,308.33,approved
PAY000003339,ORD00003004,1,credit_card,6,322.65,approved
PAY000003340,ORD00003005,1,credit_card,2,963.15,approved
PAY000003341,ORD00003006,1,credit_card,6,492.24,approved
PAY000003342,ORD00003007,1,debit_card,1,75.63,approved
PAY000003343,ORD00003008,1,boleto,1,1152.63,approved
PAY000003344,ORD00003009,1,credit_card,3,387.31,approved
PAY000003345,ORD00003009,2,boleto,1,1086.77,approved
PAY000003346,ORD00003010,1,boleto,1,365.45,approved
PAY000003347,ORD00003011,1,boleto,1,570.03,approved
PAY000003348,ORD00003012,1,boleto,1,173.21,approved
PAY000003349,ORD00003013,1,credit_card,12,116.17,approved
PAY000003350,ORD00003014,1,voucher,1,1046.9,approved
PAY000003351,ORD00003015,1,credit_card,12,630.45,approved
PAY000003352,ORD00003016,1,debit_card,1,216.75,approved
PAY000003353,ORD00003017,1,boleto,1,285.42,approved
PAY000003354,ORD00003018,1,credit_card,3,350.66,approved
PAY000003355,ORD00003019,1,credit_card,1,723.28,approved
PAY000003356,ORD00003020,1,credit_card,3,186.16,approved
PAY000003357,ORD00003021,1,credit_card,6,139.16,approved
PAY000003358,ORD00003022,1,credit_card,3,1083.69,approved
PAY000003359,ORD00003023,1,credit_card,2,984.26,approved
PAY000003360,ORD00003024,1,boleto,1,1036.09,approved
PAY000003361,ORD00003025,1,credit_card,6,1071.04,approved
PAY000003362,ORD00003026,1,credit_card,1,525.18,approved
PAY000003363,ORD00003027,1,debit_card,1,52.13,approved
PAY000003364,ORD00003028,1,credit_card,3,384.09,approved
PAY000003365,ORD00003029,1,debit_card,1,659.79,approved
PAY000003366,ORD00003030,1,boleto,1,998.0,approved
PAY000003367,ORD00003031,1,boleto,1,636.25,approved
PAY000003368,ORD00003032,1,boleto,1,1055.86,approved
PAY000003369,ORD00003033,1,credit_card,3,241.95,approved
PAY000003370,ORD00003034,1,debit_card,1,421.76,approved
PAY000003371,ORD00003035,1,credit_card,6,947.25,approved
PAY000003372,ORD00003036,1,boleto,1,811.52,approved
PAY000003373,ORD00003037,1,debit_card,1,1052.01,approved
PAY000003374,ORD00003038,1,credit_card,2,110.01,approved
PAY000003375,ORD00003039,1,credit_card,6,721.35,approved
PAY000003376,ORD00003040,1,debit_card,1,838.0,approved
PAY000003377,ORD00003041,1,credit_card,1,1132.7,approved
PAY000003378,ORD00003042,1,credit_card,1,1091.27,approved
PAY000003379,ORD00003043,1,credit_card,6,50.54,approved
PAY000003380,ORD00003044,1,credit_card,12,535.5,approved
PAY000003381,ORD00003045,1,credit_card,6,546.55,approved
PAY000003382,ORD00003046,1,boleto,1,67.16,approved
PAY000003383,ORD00003047,1,credit_card,3,265.57,approved
PAY000003384,ORD00003048,1,boleto,1,1158.21,approved
PAY000003385,ORD00003049,1,credit_card,6,1153.27,approved
PAY000003386,ORD00003050,1,boleto,1,532.81,approved
PAY000003387,ORD00003051,1,debit_card,1,820.07,approved
PAY000003388,ORD00003052,1,credit_card,2,381.11,approved
PAY000003389,ORD00003053,1,credit_card,6,1047.45,approved
PAY000003390,ORD00003054,1,boleto,1,828.03,approved
PAY000003391,ORD00003055,1,credit_card,1,640.18,approved
PAY000003392,ORD00003056,1,debit_card,1,390.71,approved
PAY000003393,ORD00003057,1,credit_card,1,44.93,approved
PAY000003394,ORD00003058,1,credit_card,3,517.18,approved
PAY000003395,ORD00003059,1,boleto,1,644.24,approved
PAY000003396,ORD00003060,1,credit_card,2,171.41,approved
PAY000003397,ORD00003061,1,credit_card,2,549.36,approved
PAY000003398,ORD00003062,1,boleto,1,768.0,approved
PAY000003399,ORD00003063,1,boleto,1,88.48,approved
PAY000003400,ORD00003064,1,credit_card,2,567.97,approved
PAY000003401,ORD00003065,1,debit_card,1,598.81,approved
PAY000003402,ORD00003066,1,credit_card,3,297.43,approved
PAY000003403,ORD00003067,1,boleto,1,912.18,approved
PAY000003404,ORD00003068,1,debit_card,1,893.31,approved
PAY000003405,ORD00003069,1,credit_card,12,507.73,approved
PAY000003406,ORD00003070,1,credit_card,12,141.08,approved
PAY000003407,ORD00003071,1,debit_card,1,1064.45,approved
PAY000003408,ORD00003072,1,boleto,1,248.51,approved
PAY000003409,ORD00003073,1,boleto,1,68.77,approved
PAY000003410,ORD00003074,1,voucher,1,94.91,approved
PAY000003411,ORD00003075,1,credit_card,12,1027.42,approved
PAY000003412,ORD00003076,1,credit_card,12,900.91,approved
PAY000003413,ORD00003077,1,credit_card,12,224.59,approved
PAY000003414,ORD00003078,1,credit_card,6,886.86,approved
PAY000003415,ORD00003079,1,credit_card,2,470.95,approved
PAY000003416,ORD00003080,1,credit_card,2,1163.28,approved
PAY000003417,ORD00003080,2,boleto,1,643.02,approved
PAY000003418,ORD00003081,1,boleto,1,542.75,approved
PAY000003419,ORD00003082,1,debit_card,1,746.39,approved
PAY000003420,ORD00003083,1,credit_card,3,20.96,approved
PAY000003421,ORD00003084,1,voucher,1,474.83,approved
PAY000003422,ORD00003085,1,debit_card,1,877.77,approved
PAY000003423,ORD00003086,1,boleto,1,406.24,approved
PAY000003424,ORD00003087,1,credit_card,6,85.14,approved
PAY000003425,ORD00003088,1,credit_card,6,298.61,approved
PAY000003426,ORD00003089,1,voucher,1,455.98,approved
PAY000003427,ORD00003090,1,credit_card,12,1106.53,approved
PAY000003428,ORD00003091,1,credit_card,12,619.85,approved
PAY000003429,ORD00003092,1,credit_card,2,1181.35,approved
PAY000003430,ORD00003093,1,boleto,1,57.39,approved
PAY000003431,ORD00003094,1,credit_card,3,209.34,approved
PAY000003432,ORD00003095,1,credit_card,3,665.44,approved
PAY000003433,ORD00003096,1,credit_card,2,585.51,approved
PAY000003434,ORD00003097,1,credit_card,3,670.66,approved
PAY000003435,ORD00003098,1,credit_card,6,936.87,approved
PAY000003436,ORD00003099,1,boleto,1,491.37,approved
PAY000003437,ORD00003100,1,debit_card,1,1083.46,approved
PAY000003438,ORD00003101,1,credit_card,1,1072.07,approved
PAY000003439,ORD00003102,1,credit_card,6,560.45,refunded
PAY000003440,ORD00003103,1,debit_card,1,827.32,approved
PAY000003441,ORD00003104,1,credit_card,2,162.87,approved
PAY000003442,ORD00003105,1,credit_card,1,122.14,approved
PAY000003443,ORD00003106,1,credit_card,2,154.48,approved
PAY000003444,ORD00003107,1,boleto,1,363.16,refunded
PAY000003445,ORD00003107,2,credit_card,6,23.0,refunded
PAY000003446,ORD00003108,1,debit_card,1,272.74,approved
PAY000003447,ORD00003109,1,credit_card,3,229.43,approved
PAY000003448,ORD00003110,1,boleto,1,1084.4,approved
PAY000003449,ORD00003111,1,debit_card,1,1045.7,approved
PAY000003450,ORD00003112,1,boleto,1,485.38,approved
PAY000003451,ORD00003113,1,credit_card,12,1155.84,approved
PAY000003452,ORD00003114,1,credit_card,12,887.49,approved
PAY000003453,ORD00003115,1,credit_card,6,76.13,approved
PAY000003454,ORD00003116,1,boleto,1,940.36,approved
PAY000003455,ORD00003116,2,credit_card,1,179.5,approved
PAY000003456,ORD00003117,1,credit_card,6,741.54,approved
PAY000003457,ORD00003118,1,credit_card,1,1054.98,approved
PAY000003458,ORD00003119,1,credit_card,2,149.06,approved
PAY000003459,ORD00003120,1,credit_card,3,237.36,approved
PAY000003460,ORD00003121,1,boleto,1,344.09,approved
PAY000003461,ORD00003122,1,voucher,1,1014.11,approved
PAY000003462,ORD00003123,1,credit_card,1,1086.31,approved
PAY000003463,ORD00003124,1,credit_card,12,202.22,approved
PAY000003464,ORD00003125,1,credit_card,1,298.87,approved
PAY000003465,ORD00003126,1,debit_card,1,232.11,approved
PAY000003466,ORD00003127,1,boleto,1,449.57,approved
PAY000003467,ORD00003128,1,credit_card,3,693.23,approved
PAY000003468,ORD00003129,1,boleto,1,404.65,approved
PAY000003469,ORD00003130,1,credit_card,12,958.28,approved
PAY000003470,ORD00003131,1,credit_card,2,929.07,approved
PAY000003471,ORD00003132,1,credit_card,12,273.4,approved
PAY000003472,ORD00003133,1,credit_card,2,67.32,approved
PAY000003473,ORD00003134,1,boleto,1,169.93,approved
PAY000003474,ORD00003135,1,boleto,1,1024.66,approved
PAY000003475,ORD00003135,2,debit_card,1,776.1,approved
PAY000003476,ORD00003136,1,credit_card,12,854.77,approved
PAY000003477,ORD00003137,1,credit_card,2,720.66,approved
PAY000003478,ORD00003138,1,credit_card,1,711.64,approved
PAY000003479,ORD00003139,1,credit_card,12,813.01,approved
PAY000003480,ORD00003139,2,credit_card,2,92.57,approved
PAY000003481,ORD00003140,1,credit_card,6,862.32,approved
PAY000003482,ORD00003141,1,boleto,1,696.97,approved
PAY000003483,ORD00003142,1,credit_card,1,771.71,approved
PAY000003484,ORD00003143,1,credit_card,12,52.54,approved
PAY000003485,ORD00003144,1,boleto,1,172.37,approved
PAY000003486,ORD00003145,1,credit_card,12,614.73,approved
PAY000003487,ORD00003146,1,credit_card,3,202.28,approved
PAY000003488,ORD00003147,1,debit_card,1,678.26,approved
PAY000003489,ORD00003148,1,credit_card,2,427.06,approved
PAY000003490,ORD00003149,1,credit_card,2,410.33,approved
PAY000003491,ORD00003150,1,credit_card,12,276.48,approved
PAY000003492,ORD00003151,1,boleto,1,865.51,approved
PAY000003493,ORD00003152,1,credit_card,6,81.5,approved
PAY000003494,ORD00003153,1,credit_card,12,440.31,approved
PAY000003495,ORD00003154,1,credit_card,12,454.73,approved
PAY000003496,ORD00003155,1,credit_card,2,1100.6,approved
PAY000003497,ORD00003156,1,credit_card,3,159.14,approved
PAY000003498,ORD00003157,1,credit_card,12,384.38,approved
PAY000003499,ORD00003158,1,debit_card,1,641.61,approved
PAY000003500,ORD00003159,1,credit_card,12,1191.87,approved
PAY000003501,ORD00003160,1,credit_card,12,1153.23,approved
PAY000003502,ORD00003161,1,credit_card,1,626.24,approved
PAY000003503,ORD00003162,1,credit_card,3,875.52,approved
PAY000003504,ORD00003163,1,credit_card,1,1029.93,approved
PAY000003505,ORD00003164,1,credit_card,3,1015.66,approved
PAY000003506,ORD00003165,1,credit_card,2,1175.18,approved
PAY000003507,ORD00003166,1,credit_card,3,100.73,approved
PAY000003508,ORD00003167,1,boleto,1,139.29,approved
PAY000003509,ORD00003168,1,boleto,1,499.51,approved
PAY000003510,ORD00003169,1,debit_card,1,315.93,approved
PAY000003511,ORD00003170,1,credit_card,6,53.29,approved
PAY000003512,ORD00003171,1,debit_card,1,705.76,refunded
PAY000003513,ORD00003172,1,debit_card,1,429.18,approved
PAY000003514,ORD00003173,1,credit_card,6,398.97,approved
PAY000003515,ORD00003174,1,debit_card,1,287.9,approved
PAY000003516,ORD00003175,1,boleto,1,1032.81,approved
PAY000003517,ORD00003176,1,credit_card,2,913.57,approved
PAY000003518,ORD00003177,1,credit_card,2,279.23,approved
PAY000003519,ORD00003178,1,boleto,1,772.03,approved
PAY000003520,ORD00003179,1,credit_card,2,582.21,approved
PAY000003521,ORD00003180,1,voucher,1,952.91,approved
PAY000003522,ORD00003181,1,debit_card,1,1124.79,approved
PAY000003523,ORD00003181,2,debit_card,1,721.26,approved
PAY000003524,ORD00003182,1,credit_card,12,666.66,approved
PAY000003525,ORD00003183,1,credit_card,2,118.25,approved
PAY000003526,ORD00003184,1,voucher,1,337.79,approved
PAY000003527,ORD00003185,1,credit_card,6,63.42,approved
PAY000003528,ORD00003186,1,boleto,1,894.85,approved
PAY000003529,ORD00003186,2,boleto,1,492.33,approved
PAY000003530,ORD00003187,1,boleto,1,120.98,approved
PAY000003531,ORD00003188,1,credit_card,3,93.36,approved
PAY000003532,ORD00003189,1,credit_card,2,684.19,approved
PAY000003533,ORD00003190,1,debit_card,1,786.39,approved
PAY000003534,ORD00003191,1,credit_card,12,841.52,approved
PAY000003535,ORD00003192,1,boleto,1,176.6,approved
PAY000003536,ORD00003193,1,boleto,1,405.81,approved
PAY000003537,ORD00003194,1,credit_card,6,136.45,refunded
PAY000003538,ORD00003195,1,credit_card,3,759.0,approved
PAY000003539,ORD00003196,1,credit_card,1,668.02,approved
PAY000003540,ORD00003197,1,credit_card,1,281.14,approved
PAY000003541,ORD00003198,1,debit_card,1,717.69,refunded
PAY000003542,ORD00003199,1,boleto,1,1033.79,approved
PAY000003543,ORD00003200,1,credit_card,1,819.88,approved
PAY000003544,ORD00003201,1,debit_card,1,407.66,approved
PAY000003545,ORD00003202,1,credit_card,6,336.39,approved
PAY000003546,ORD00003202,2,credit_card,1,1066.12,approved
PAY000003547,ORD00003203,1,debit_card,1,435.12,approved
PAY000003548,ORD00003204,1,credit_card,1,993.9,approved
PAY000003549,ORD00003205,1,credit_card,3,944.28,approved
PAY000003550,ORD00003206,1,boleto,1,1121.28,approved
PAY000003551,ORD00003207,1,credit_card,12,782.12,approved
PAY000003552,ORD00003208,1,boleto,1,221.37,refunded
PAY000003553,ORD00003209,1,boleto,1,184.86,approved
PAY000003554,ORD00003210,1,voucher,1,441.88,approved
PAY000003555,ORD00003211,1,credit_card,1,753.54,approved
PAY000003556,ORD00003212,1,boleto,1,358.99,approved
PAY000003557,ORD00003213,1,boleto,1,89.64,approved
PAY000003558,ORD00003214,1,credit_card,1,984.31,approved
PAY000003559,ORD00003215,1,credit_card,3,620.44,approved
PAY000003560,ORD00003216,1,boleto,1,1147.04,approved
PAY000003561,ORD00003217,1,debit_card,1,156.97,approved
PAY000003562,ORD00003218,1,debit_card,1,915.63,approved
PAY000003563,ORD00003219,1,credit_card,3,403.88,approved
PAY000003564,ORD00003220,1,debit_card,1,1160.53,approved
PAY000003565,ORD00003220,2,boleto,1,570.29,approved
PAY000003566,ORD00003221,1,credit_card,12,757.63,approved
PAY000003567,ORD00003222,1,credit_card,3,1188.96,approved
PAY000003568,ORD00003223,1,credit_card,12,207.38,approved
PAY000003569,ORD00003224,1,credit_card,1,89.0,approved
PAY000003570,ORD00003225,1,credit_card,12,482.74,approved
PAY000003571,ORD00003226,1,boleto,1,692.7,approved
PAY000003572,ORD00003227,1,credit_card,3,1049.5,approved
PAY000003573,ORD00003228,1,debit_card,1,947.76,refunded
PAY000003574,ORD00003229,1,voucher,1,583.1,approved
PAY000003575,ORD00003230,1,credit_card,2,876.3,approved
PAY000003576,ORD00003231,1,credit_card,12,607.29,approved
PAY000003577,ORD00003232,1,debit_card,1,959.27,approved
PAY000003578,ORD00003232,2,credit_card,3,1195.08,approved
PAY000003579,ORD00003233,1,boleto,1,582.84,approved
PAY000003580,ORD00003234,1,credit_card,1,1021.49,approved
PAY000003581,ORD00003235,1,credit_card,6,583.8,approved
PAY000003582,ORD00003236,1,boleto,1,476.6,approved
PAY000003583,ORD00003237,1,credit_card,6,457.69,refunded
PAY000003584,ORD00003238,1,credit_card,2,961.11,approved
PAY000003585,ORD00003239,1,credit_card,6,355.61,approved
PAY000003586,ORD00003240,1,credit_card,2,1136.61,approved
PAY000003587,ORD00003241,1,debit_card,1,913.3,approved
PAY000003588,ORD00003241,2,boleto,1,874.13,approved
PAY000003589,ORD00003242,1,voucher,1,1170.62,approved
PAY000003590,ORD00003243,1,boleto,1,1168.99,approved
PAY000003591,ORD00003244,1,credit_card,12,65.64,approved
PAY000003592,ORD00003245,1,voucher,1,1130.75,approved
PAY000003593,ORD00003246,1,credit_card,12,600.8,approved
PAY000003594,ORD00003246,2,credit_card,1,514.82,approved
PAY000003595,ORD00003247,1,debit_card,1,1044.54,refunded
PAY000003596,ORD00003248,1,voucher,1,1055.53,approved
PAY000003597,ORD00003249,1,credit_card,2,776.59,refunded
PAY000003598,ORD00003250,1,credit_card,6,167.17,approved
PAY000003599,ORD00003251,1,debit_card,1,811.96,approved
PAY000003600,ORD00003252,1,boleto,1,265.85,approved
PAY000003601,ORD00003253,1,credit_card,6,318.84,approved
PAY000003602,ORD00003254,1,credit_card,2,916.18,approved
PAY000003603,ORD00003254,2,voucher,1,875.74,approved
PAY000003604,ORD00003255,1,credit_card,1,46.13,approved
PAY000003605,ORD00003256,1,credit_card,6,235.93,approved
PAY000003606,ORD00003257,1,credit_card,1,339.69,approved
PAY000003607,ORD00003257,2,boleto,1,524.34,approved
PAY000003608,ORD00003258,1,boleto,1,690.09,approved
PAY000003609,ORD00003259,1,credit_card,1,311.08,approved
PAY000003610,ORD00003260,1,debit_card,1,755.71,approved
PAY000003611,ORD00003261,1,debit_card,1,718.1,approved
PAY000003612,ORD00003262,1,boleto,1,692.43,approved
PAY000003613,ORD00003263,1,credit_card,12,1069.44,approved
PAY000003614,ORD00003264,1,credit_card,2,23.8,approved
PAY000003615,ORD00003265,1,credit_card,3,956.78,approved
PAY000003616,ORD00003266,1,credit_card,12,928.71,approved
PAY000003617,ORD00003267,1,boleto,1,1112.0,approved
PAY000003618,ORD00003268,1,credit_card,12,725.58,approved
PAY000003619,ORD00003269,1,credit_card,1,1029.94,approved
PAY000003620,ORD00003270,1,voucher,1,724.97,approved
PAY000003621,ORD00003271,1,boleto,1,155.92,approved
PAY000003622,ORD00003272,1,boleto,1,1174.54,approved
PAY000003623,ORD00003272,2,boleto,1,212.85,approved
PAY000003624,ORD00003273,1,boleto,1,837.55,approved
PAY000003625,ORD00003274,1,credit_card,3,950.02,refunded
PAY000003626,ORD00003275,1,credit_card,3,1154.87,approved
PAY000003627,ORD00003276,1,boleto,1,131.16,approved
PAY000003628,ORD00003277,1,credit_card,6,360.99,approved
PAY000003629,ORD00003278,1,voucher,1,725.45,approved
PAY000003630,ORD00003279,1,boleto,1,524.51,approved
PAY000003631,ORD00003280,1,credit_card,2,162.47,approved
PAY000003632,ORD00003281,1,debit_card,1,1153.08,approved
PAY000003633,ORD00003282,1,credit_card,2,948.91,approved
PAY000003634,ORD00003283,1,boleto,1,210.6,approved
PAY000003635,ORD00003284,1,boleto,1,591.59,approved
PAY000003636,ORD00003285,1,boleto,1,1111.22,approved
PAY000003637,ORD00003285,2,credit_card,2,1195.96,approved
PAY000003638,ORD00003286,1,credit_card,2,709.48,approved
PAY000003639,ORD00003287,1,boleto,1,940.11,approved
PAY000003640,ORD00003287,2,debit_card,1,478.85,approved
PAY000003641,ORD00003288,1,credit_card,1,928.57,approved
PAY000003642,ORD00003289,1,boleto,1,562.48,approved
PAY000003643,ORD00003289,2,debit_card,1,353.3,approved
PAY000003644,ORD00003290,1,credit_card,6,634.91,approved
PAY000003645,ORD00003291,1,debit_card,1,79.95,approved
PAY000003646,ORD00003292,1,boleto,1,124.66,approved
PAY000003647,ORD00003293,1,boleto,1,1152.01,approved
PAY000003648,ORD00003293,2,credit_card,1,606.72,approved
PAY000003649,ORD00003294,1,boleto,1,478.84,approved
PAY000003650,ORD00003295,1,credit_card,12,494.77,approved
PAY000003651,ORD00003296,1,boleto,1,415.66,approved
PAY000003652,ORD00003297,1,boleto,1,593.71,approved
PAY000003653,ORD00003298,1,credit_card,1,1039.59,approved
PAY000003654,ORD00003299,1,credit_card,6,314.01,approved
PAY000003655,ORD00003300,1,credit_card,12,952.56,approved
PAY000003656,ORD00003301,1,credit_card,12,851.38,approved
PAY000003657,ORD00003302,1,credit_card,3,200.57,approved
PAY000003658,ORD00003303,1,debit_card,1,1108.19,approved
PAY000003659,ORD00003304,1,credit_card,6,744.21,approved
PAY000003660,ORD00003305,1,credit_card,6,674.88,approved
PAY000003661,ORD00003306,1,debit_card,1,90.34,approved
PAY000003662,ORD00003307,1,credit_card,12,245.8,approved
PAY000003663,ORD00003308,1,credit_card,3,827.94,refunded
PAY000003664,ORD00003309,1,credit_card,12,604.79,approved
PAY000003665,ORD00003310,1,debit_card,1,1166.72,approved
PAY000003666,ORD00003311,1,credit_card,2,472.39,approved
PAY000003667,ORD00003312,1,credit_card,3,190.05,approved
PAY000003668,ORD00003313,1,debit_card,1,372.16,approved
